,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1229,40,No,Travel_Rarely,369,Research & Development,8,College,Life Sciences,1,1724,Medium,Female,92,High,2,Manufacturing Director,Low,Married,6516,5041,2,Y,Yes,16,Excellent,Medium,80,1,18,3,Better,1,0,0,0
1231,46,No,Travel_Rarely,717,Research & Development,13,Master,Life Sciences,1,1727,High,Male,34,High,2,Healthcare Representative,Medium,Single,5562,9697,6,Y,No,14,Excellent,Very High,80,0,19,3,Better,10,7,0,9
1232,35,No,Travel_Rarely,1370,Research & Development,27,Master,Life Sciences,1,1728,Very High,Male,49,High,2,Manufacturing Director,High,Married,6883,5151,2,Y,No,16,Excellent,Medium,80,1,17,3,Better,7,7,0,7
1233,30,No,Travel_Rarely,793,Research & Development,16,Below College,Life Sciences,1,1729,Medium,Male,33,High,1,Research Scientist,Very High,Married,2862,3811,1,Y,No,12,Excellent,Medium,80,1,10,2,Good,10,0,0,8
1234,47,No,Non-Travel,543,Sales,2,Master,Marketing,1,1731,High,Male,87,High,2,Sales Executive,Medium,Married,4978,3536,7,Y,No,11,Excellent,Very High,80,1,4,3,Bad,1,0,0,0
1237,32,Yes,Travel_Rarely,964,Sales,1,College,Life Sciences,1,1734,Low,Male,34,Low,2,Sales Executive,Medium,Single,6735,12147,6,Y,No,15,Excellent,Medium,80,0,10,2,Better,0,0,0,0
1238,23,No,Travel_Rarely,160,Research & Development,4,Below College,Medical,1,1735,High,Female,51,High,1,Laboratory Technician,Medium,Single,3295,12862,1,Y,No,13,Excellent,High,80,0,3,3,Bad,3,2,1,2
1239,31,No,Travel_Frequently,163,Research & Development,24,Below College,Technical Degree,1,1736,Very High,Female,30,High,2,Manufacturing Director,Very High,Single,5238,6670,2,Y,No,20,Outstanding,Very High,80,0,9,3,Good,5,4,1,4
1240,39,No,Non-Travel,792,Research & Development,1,Bachelor,Life Sciences,1,1737,Very High,Male,77,High,2,Laboratory Technician,Very High,Married,6472,8989,1,Y,Yes,15,Excellent,Very High,80,1,9,2,Better,9,8,5,8
1241,32,No,Travel_Rarely,371,Sales,19,Bachelor,Life Sciences,1,1739,Very High,Male,80,Low,3,Sales Executive,High,Married,9610,3840,3,Y,No,13,Excellent,High,80,1,10,2,Bad,4,3,0,2
1243,45,No,Travel_Rarely,176,Human Resources,4,Bachelor,Life Sciences,1,1744,High,Female,56,Low,3,Human Resources,High,Married,9756,6595,4,Y,No,21,Outstanding,High,80,2,9,2,Best,5,0,0,3
1244,30,No,Travel_Frequently,1312,Research & Development,2,Master,Technical Degree,1,1745,Very High,Female,78,Medium,1,Research Scientist,Low,Single,4968,26427,0,Y,No,16,Excellent,Very High,80,0,10,2,Better,9,7,0,7
1245,24,No,Travel_Frequently,897,Human Resources,10,Bachelor,Medical,1,1746,Low,Male,59,High,1,Human Resources,Very High,Married,2145,2097,0,Y,No,14,Excellent,Very High,80,1,3,2,Better,2,2,2,1
1247,31,No,Travel_Rarely,1003,Sales,5,Bachelor,Technical Degree,1,1749,Low,Male,51,High,2,Sales Executive,High,Married,8346,20943,1,Y,No,19,Excellent,High,80,1,6,3,Better,5,2,0,2
1249,29,Yes,Travel_Rarely,428,Sales,9,Bachelor,Marketing,1,1752,Medium,Female,52,Low,1,Sales Representative,Medium,Single,2760,14630,1,Y,No,13,Excellent,High,80,0,2,3,Better,2,2,2,2
1251,30,No,Travel_Rarely,979,Sales,15,College,Marketing,1,1754,High,Male,94,Medium,3,Sales Executive,Low,Divorced,7140,3088,2,Y,No,11,Excellent,Low,80,1,12,2,Better,7,7,1,7
1253,33,No,Non-Travel,1283,Sales,2,Bachelor,Marketing,1,1756,Very High,Female,62,High,2,Sales Executive,Medium,Single,5147,10697,8,Y,No,15,Excellent,Very High,80,0,13,2,Good,11,7,1,7
1254,49,No,Travel_Rarely,1313,Sales,11,Master,Marketing,1,1757,Very High,Female,80,High,2,Sales Executive,Very High,Single,4507,8191,3,Y,No,12,Excellent,High,80,0,8,1,Best,5,1,0,4
1255,33,Yes,Travel_Rarely,211,Sales,16,Bachelor,Life Sciences,1,1758,Low,Female,74,High,3,Sales Executive,Low,Single,8564,10092,2,Y,Yes,20,Outstanding,High,80,0,11,2,Good,0,0,0,0
1256,38,No,Travel_Frequently,594,Research & Development,2,College,Medical,1,1760,High,Female,75,Medium,1,Laboratory Technician,Medium,Married,2468,15963,4,Y,No,14,Excellent,Medium,80,1,9,4,Good,6,1,0,5
1258,29,No,Travel_Rarely,590,Research & Development,4,Bachelor,Technical Degree,1,1762,Very High,Female,91,Medium,1,Research Scientist,Low,Divorced,2109,10007,1,Y,No,13,Excellent,High,80,1,1,2,Better,1,0,0,0
1259,30,No,Travel_Rarely,305,Research & Development,16,Bachelor,Life Sciences,1,1763,High,Male,58,Very High,2,Healthcare Representative,High,Married,5294,9128,3,Y,No,16,Excellent,High,80,1,10,3,Better,7,0,1,7
1260,32,No,Non-Travel,953,Research & Development,5,Master,Technical Degree,1,1764,Medium,Male,65,High,1,Research Scientist,Medium,Single,2718,17674,2,Y,No,14,Excellent,Medium,80,0,12,3,Better,7,7,0,7
1261,38,No,Travel_Rarely,833,Research & Development,18,Bachelor,Medical,1,1766,Medium,Male,60,Low,2,Healthcare Representative,Very High,Married,5811,24539,3,Y,Yes,16,Excellent,High,80,1,15,2,Better,1,0,1,0
1265,33,No,Non-Travel,775,Research & Development,4,Bachelor,Technical Degree,1,1771,Very High,Male,90,High,2,Research Scientist,Medium,Divorced,3055,6194,5,Y,No,15,Excellent,Very High,80,2,11,2,Good,9,8,1,7
1266,41,No,Travel_Rarely,548,Research & Development,9,Master,Life Sciences,1,1772,High,Male,94,High,1,Laboratory Technician,Low,Divorced,2289,20520,1,Y,No,20,Outstanding,Medium,80,2,5,2,Better,5,3,0,4
1267,34,No,Non-Travel,1375,Sales,10,Bachelor,Life Sciences,1,1774,Very High,Male,87,High,2,Sales Executive,High,Divorced,4001,12313,1,Y,Yes,14,Excellent,High,80,1,15,3,Better,15,14,0,7
1270,34,No,Travel_Rarely,511,Sales,3,College,Life Sciences,1,1779,Very High,Female,32,Low,2,Sales Executive,Very High,Single,6029,25353,5,Y,No,12,Excellent,Low,80,0,6,3,Better,2,2,2,2
1271,21,Yes,Travel_Rarely,337,Sales,7,Below College,Marketing,1,1780,Medium,Male,31,High,1,Sales Representative,Medium,Single,2679,4567,1,Y,No,13,Excellent,Medium,80,0,1,3,Better,1,0,1,0
1272,38,No,Travel_Rarely,1153,Research & Development,6,College,Other,1,1782,Very High,Female,40,Medium,1,Laboratory Technician,High,Married,3702,16376,1,Y,No,11,Excellent,Medium,80,1,5,3,Better,5,4,0,4
1274,31,No,Travel_Rarely,196,Sales,29,Master,Marketing,1,1784,Low,Female,91,Medium,2,Sales Executive,Very High,Married,5468,13402,1,Y,No,14,Excellent,Low,80,2,13,3,Better,12,7,5,7
1276,37,No,Travel_Rarely,589,Sales,9,College,Marketing,1,1787,Medium,Male,46,Medium,2,Sales Executive,Medium,Married,4189,8800,1,Y,No,14,Excellent,Low,80,2,5,2,Better,5,2,0,3
1278,36,No,Travel_Rarely,1383,Research & Development,10,Bachelor,Life Sciences,1,1790,Very High,Male,90,High,3,Healthcare Representative,Low,Married,8321,25949,7,Y,Yes,13,Excellent,Very High,80,1,15,1,Better,12,8,5,7
1280,37,No,Travel_Rarely,1239,Human Resources,8,College,Other,1,1794,High,Male,89,High,2,Human Resources,Medium,Divorced,4071,12832,2,Y,No,13,Excellent,High,80,0,19,4,Good,10,0,4,7
1281,35,Yes,Travel_Rarely,303,Sales,27,Bachelor,Life Sciences,1,1797,High,Male,84,High,2,Sales Executive,Very High,Single,5813,13492,1,Y,Yes,18,Excellent,Very High,80,0,10,2,Better,10,7,7,7
1282,33,No,Travel_Rarely,867,Research & Development,8,Master,Life Sciences,1,1798,Very High,Male,90,Very High,1,Research Scientist,Low,Married,3143,6076,6,Y,No,19,Excellent,Medium,80,1,14,1,Better,10,8,7,6
1285,46,No,Non-Travel,849,Sales,26,College,Life Sciences,1,1801,Medium,Male,98,Medium,2,Sales Executive,Medium,Single,7991,25166,8,Y,No,15,Excellent,High,80,0,6,3,Better,2,2,2,2
1287,42,No,Travel_Rarely,1128,Research & Development,13,Bachelor,Medical,1,1803,Medium,Male,95,Very High,2,Healthcare Representative,Low,Married,5538,5696,5,Y,No,18,Excellent,High,80,2,10,2,Good,0,0,0,0
1290,34,Yes,Travel_Frequently,234,Research & Development,9,Master,Life Sciences,1,1807,Very High,Male,93,High,2,Laboratory Technician,Low,Married,5346,6208,4,Y,No,17,Excellent,High,80,1,11,3,Good,7,1,0,7
1291,37,Yes,Travel_Rarely,370,Research & Development,10,Master,Medical,1,1809,Very High,Male,58,High,2,Manufacturing Director,Low,Single,4213,4992,1,Y,No,15,Excellent,Medium,80,0,10,4,Bad,10,3,0,8
1293,43,No,Non-Travel,343,Research & Development,9,Bachelor,Life Sciences,1,1813,Low,Male,52,High,1,Research Scientist,High,Single,2438,24978,4,Y,No,13,Excellent,High,80,0,7,2,Good,3,2,1,2
1294,41,No,Travel_Rarely,447,Research & Development,5,Bachelor,Life Sciences,1,1814,Medium,Male,85,Very High,2,Healthcare Representative,Medium,Single,6870,15530,3,Y,No,12,Excellent,Low,80,0,11,3,Bad,3,2,1,2
1297,26,Yes,Travel_Rarely,920,Human Resources,20,College,Medical,1,1818,Very High,Female,69,High,1,Human Resources,Medium,Married,2148,6889,0,Y,Yes,11,Excellent,High,80,0,6,3,Better,5,1,1,4
1298,46,Yes,Travel_Rarely,261,Research & Development,21,College,Medical,1,1821,Very High,Female,66,High,2,Healthcare Representative,Medium,Married,8926,10842,4,Y,No,22,Outstanding,Very High,80,1,13,2,Best,9,7,3,7
1299,40,No,Travel_Rarely,1194,Research & Development,1,Bachelor,Life Sciences,1,1822,High,Female,52,High,2,Healthcare Representative,Very High,Divorced,6513,9060,4,Y,No,17,Excellent,Very High,80,1,12,3,Better,5,3,0,3
1302,35,No,Travel_Rarely,185,Research & Development,23,Master,Medical,1,1826,Medium,Male,91,Low,1,Laboratory Technician,High,Married,2705,9696,0,Y,No,16,Excellent,Medium,80,1,6,2,Best,5,4,0,3
1304,40,No,Travel_Rarely,750,Research & Development,12,Bachelor,Life Sciences,1,1829,Medium,Female,47,High,2,Healthcare Representative,Low,Divorced,4448,10748,2,Y,No,12,Excellent,Medium,80,1,15,3,Better,7,4,7,7
1305,54,No,Travel_Rarely,431,Research & Development,7,Master,Medical,1,1830,Very High,Female,68,High,2,Research Scientist,Very High,Married,6854,15696,4,Y,No,15,Excellent,Medium,80,1,14,2,Good,7,1,1,7
1306,31,No,Travel_Frequently,1125,Sales,7,Master,Marketing,1,1833,Low,Female,68,High,3,Sales Executive,Low,Married,9637,8277,2,Y,No,14,Excellent,Very High,80,2,9,3,Better,3,2,2,2
1307,28,No,Travel_Rarely,1217,Research & Development,1,Bachelor,Medical,1,1834,High,Female,67,High,1,Research Scientist,Low,Married,3591,12719,1,Y,No,25,Outstanding,High,80,1,3,3,Better,3,2,1,2
1308,38,No,Travel_Rarely,723,Sales,2,Master,Marketing,1,1835,Medium,Female,77,Low,2,Sales Representative,Very High,Married,5405,4244,2,Y,Yes,20,Outstanding,Low,80,2,20,4,Good,4,2,0,3
1309,26,No,Travel_Rarely,572,Sales,10,Bachelor,Medical,1,1836,High,Male,46,High,2,Sales Executive,Very High,Single,4684,9125,1,Y,No,13,Excellent,Low,80,0,5,4,Better,5,3,1,2
1311,18,No,Non-Travel,1431,Research & Development,14,Bachelor,Medical,1,1839,Medium,Female,33,High,1,Research Scientist,High,Single,1514,8018,1,Y,No,16,Excellent,High,80,0,0,4,Bad,0,0,0,0
1312,31,Yes,Travel_Rarely,359,Human Resources,18,Doctor,Human Resources,1,1842,Very High,Male,89,Very High,1,Human Resources,Low,Married,2956,21495,0,Y,No,17,Excellent,High,80,0,2,4,Better,1,0,0,0
1314,45,No,Non-Travel,589,Sales,2,Master,Life Sciences,1,1845,High,Female,67,High,2,Sales Executive,High,Married,5154,19665,4,Y,No,22,Outstanding,Medium,80,2,10,3,Best,8,7,5,7
1315,36,No,Travel_Rarely,430,Research & Development,2,Master,Other,1,1847,Very High,Female,73,High,2,Research Scientist,Medium,Married,6962,19573,4,Y,Yes,22,Outstanding,Very High,80,1,15,2,Better,1,0,0,0
1317,27,No,Travel_Frequently,1297,Research & Development,5,College,Life Sciences,1,1850,Very High,Female,53,High,1,Laboratory Technician,Very High,Single,2379,19826,0,Y,Yes,14,Excellent,High,80,0,6,3,Good,5,4,0,2
1318,29,No,Travel_Frequently,574,Research & Development,20,Below College,Medical,1,1852,Very High,Male,40,High,1,Laboratory Technician,Very High,Married,3812,7003,1,Y,No,13,Excellent,Medium,80,0,11,3,Best,11,8,3,10
1319,32,No,Travel_Frequently,1318,Sales,10,Master,Marketing,1,1853,Very High,Male,79,High,2,Sales Executive,Very High,Single,4648,26075,8,Y,No,13,Excellent,High,80,0,4,2,Best,0,0,0,0
1320,42,No,Non-Travel,355,Research & Development,10,Master,Technical Degree,1,1854,High,Male,38,High,1,Research Scientist,High,Married,2936,6161,3,Y,No,22,Outstanding,Medium,80,2,10,1,Good,6,3,3,3
1321,47,No,Travel_Rarely,207,Research & Development,9,Master,Life Sciences,1,1856,Medium,Female,64,High,1,Laboratory Technician,High,Single,2105,5411,4,Y,No,12,Excellent,High,80,0,7,2,Better,2,2,2,0
1322,46,No,Travel_Rarely,706,Research & Development,2,College,Life Sciences,1,1857,Very High,Male,82,High,3,Manufacturing Director,Very High,Divorced,8578,19989,3,Y,No,14,Excellent,High,80,1,12,4,Good,9,8,4,7
1323,28,No,Non-Travel,280,Human Resources,1,College,Life Sciences,1,1858,High,Male,43,High,1,Human Resources,Very High,Divorced,2706,10494,1,Y,No,15,Excellent,Medium,80,1,3,2,Better,3,2,2,2
1324,29,No,Travel_Rarely,726,Research & Development,29,Below College,Life Sciences,1,1859,Very High,Male,93,Low,2,Healthcare Representative,High,Divorced,6384,21143,8,Y,No,17,Excellent,Very High,80,2,11,3,Better,7,0,1,6
1325,42,No,Travel_Rarely,1142,Research & Development,8,Bachelor,Life Sciences,1,1860,Very High,Male,81,High,1,Laboratory Technician,High,Single,3968,13624,4,Y,No,13,Excellent,Very High,80,0,8,3,Better,0,0,0,0
1326,32,Yes,Travel_Rarely,414,Sales,2,Master,Marketing,1,1862,High,Male,82,Medium,2,Sales Executive,Medium,Single,9907,26186,7,Y,Yes,12,Excellent,High,80,0,7,3,Good,2,2,2,2
1329,29,No,Travel_Rarely,352,Human Resources,6,Below College,Medical,1,1865,Very High,Male,87,Medium,1,Human Resources,Medium,Married,2804,15434,1,Y,No,11,Excellent,Very High,80,0,1,3,Better,1,0,0,0
1332,29,Yes,Travel_Frequently,459,Research & Development,24,College,Life Sciences,1,1868,Very High,Male,73,Medium,1,Research Scientist,Very High,Single,2439,14753,1,Y,Yes,24,Outstanding,Medium,80,0,1,3,Good,1,0,1,0
1334,27,No,Travel_Frequently,1131,Research & Development,15,Bachelor,Life Sciences,1,1870,Very High,Female,77,Medium,1,Research Scientist,Low,Married,4774,23844,0,Y,No,19,Excellent,Very High,80,1,8,2,Good,7,6,7,3
1336,55,No,Travel_Rarely,836,Research & Development,2,Master,Technical Degree,1,1873,Medium,Male,98,Medium,1,Research Scientist,Very High,Married,2662,7975,8,Y,No,20,Outstanding,Medium,80,1,19,2,Best,5,2,0,4
1337,28,No,Travel_Rarely,1172,Sales,3,Bachelor,Medical,1,1875,Medium,Female,78,High,1,Sales Representative,Medium,Married,2856,3692,1,Y,No,19,Excellent,Very High,80,1,1,3,Better,1,0,0,0
1338,30,Yes,Travel_Rarely,945,Sales,9,Bachelor,Medical,1,1876,Medium,Male,89,High,1,Sales Representative,Very High,Single,1081,16019,1,Y,No,13,Excellent,High,80,0,1,3,Good,1,0,0,0
1339,22,Yes,Travel_Rarely,391,Research & Development,7,Below College,Life Sciences,1,1878,Very High,Male,75,High,1,Research Scientist,Medium,Single,2472,26092,1,Y,Yes,23,Outstanding,Low,80,0,1,2,Better,1,0,0,0
1340,36,No,Travel_Rarely,1266,Sales,10,Master,Technical Degree,1,1880,Medium,Female,63,Medium,2,Sales Executive,High,Married,5673,6060,1,Y,Yes,13,Excellent,Low,80,1,10,4,Better,10,9,1,7
1341,31,No,Travel_Rarely,311,Research & Development,20,Bachelor,Life Sciences,1,1881,Medium,Male,89,High,2,Laboratory Technician,High,Divorced,4197,18624,1,Y,No,11,Excellent,Low,80,1,10,2,Better,10,8,0,2
1343,29,No,Travel_Rarely,592,Research & Development,7,Bachelor,Life Sciences,1,1883,Very High,Male,59,High,1,Laboratory Technician,Low,Single,2062,19384,3,Y,No,14,Excellent,Medium,80,0,11,2,Better,3,2,1,2
1344,37,No,Travel_Rarely,783,Research & Development,7,Master,Medical,1,1885,Very High,Male,78,High,2,Research Scientist,Low,Married,4284,13588,5,Y,Yes,22,Outstanding,High,80,1,16,2,Better,5,3,0,4
1345,35,No,Travel_Rarely,219,Research & Development,16,College,Other,1,1886,Very High,Female,44,Medium,2,Manufacturing Director,Medium,Married,4788,25388,0,Y,Yes,11,Excellent,Very High,80,0,4,2,Better,3,2,0,2
1346,45,No,Travel_Rarely,556,Research & Development,25,College,Life Sciences,1,1888,Medium,Female,93,Medium,2,Manufacturing Director,Very High,Married,5906,23888,0,Y,No,13,Excellent,Very High,80,2,10,2,Good,9,8,3,8
1347,36,No,Travel_Frequently,1213,Human Resources,2,Below College,Human Resources,1,1890,Medium,Male,94,Medium,2,Human Resources,Very High,Single,3886,4223,1,Y,No,21,Outstanding,Very High,80,0,10,2,Good,10,1,0,8
1349,26,No,Travel_Rarely,482,Research & Development,1,College,Life Sciences,1,1893,Medium,Female,90,Medium,1,Research Scientist,High,Married,2933,14908,1,Y,Yes,13,Excellent,High,80,1,1,3,Good,1,0,1,0
1353,34,Yes,Non-Travel,967,Research & Development,16,Master,Technical Degree,1,1905,Very High,Male,85,Low,1,Research Scientist,Low,Married,2307,14460,1,Y,Yes,23,Outstanding,Medium,80,1,5,2,Better,5,2,3,0
1354,56,Yes,Travel_Rarely,1162,Research & Development,24,College,Life Sciences,1,1907,Low,Male,97,High,1,Laboratory Technician,Very High,Single,2587,10261,1,Y,No,16,Excellent,Very High,80,0,5,3,Better,4,2,1,0
1355,36,No,Travel_Rarely,335,Sales,17,College,Marketing,1,1908,High,Male,33,Medium,2,Sales Executive,Medium,Married,5507,16822,2,Y,No,16,Excellent,High,80,2,12,1,Bad,4,2,1,3
1356,41,No,Travel_Rarely,337,Sales,8,Bachelor,Marketing,1,1909,High,Female,54,High,2,Sales Executive,Medium,Married,4393,26841,5,Y,No,21,Outstanding,High,80,1,14,3,Better,5,4,1,4
1358,31,No,Travel_Rarely,1079,Sales,10,College,Medical,1,1912,High,Female,86,High,2,Sales Executive,Very High,Divorced,6583,20115,2,Y,Yes,11,Excellent,Very High,80,1,8,2,Better,5,2,1,4
1359,34,No,Travel_Rarely,735,Sales,3,Below College,Medical,1,1915,Very High,Female,75,Medium,2,Sales Executive,Very High,Married,8103,16495,3,Y,Yes,12,Excellent,High,80,0,9,3,Good,4,2,0,1
1361,26,No,Travel_Frequently,1096,Research & Development,6,Bachelor,Other,1,1918,High,Male,61,Very High,1,Laboratory Technician,Very High,Married,2544,7102,0,Y,No,18,Excellent,Low,80,1,8,3,Better,7,7,7,7
1362,45,No,Travel_Frequently,1297,Research & Development,1,Master,Medical,1,1922,Medium,Male,44,High,2,Healthcare Representative,High,Single,5399,14511,4,Y,No,12,Excellent,High,80,0,12,3,Better,4,2,0,3
1363,33,No,Travel_Rarely,217,Sales,10,Master,Marketing,1,1924,Medium,Male,43,High,2,Sales Executive,High,Single,5487,10410,1,Y,No,14,Excellent,Medium,80,0,10,2,Good,10,4,0,9
1364,28,No,Travel_Frequently,783,Sales,1,College,Life Sciences,1,1927,High,Male,42,Medium,2,Sales Executive,Very High,Married,6834,19255,1,Y,Yes,12,Excellent,High,80,1,7,2,Better,7,7,0,7
1365,29,Yes,Travel_Frequently,746,Sales,24,Bachelor,Technical Degree,1,1928,High,Male,45,Very High,1,Sales Representative,Low,Single,1091,10642,1,Y,No,17,Excellent,Very High,80,0,1,3,Better,1,0,0,0
1366,39,No,Non-Travel,1251,Sales,21,Master,Life Sciences,1,1929,Low,Female,32,Low,2,Sales Executive,High,Married,5736,3987,6,Y,No,19,Excellent,High,80,1,10,1,Better,3,2,1,2
1367,27,No,Travel_Rarely,1354,Research & Development,2,Master,Technical Degree,1,1931,Medium,Male,41,High,1,Research Scientist,Medium,Married,2226,6073,1,Y,No,11,Excellent,High,80,1,6,3,Good,5,3,1,2
1368,34,No,Travel_Frequently,735,Research & Development,22,Master,Other,1,1932,High,Male,86,Medium,2,Research Scientist,Very High,Married,5747,26496,1,Y,Yes,15,Excellent,Medium,80,0,16,3,Better,15,10,6,11
1370,47,No,Non-Travel,1169,Research & Development,14,Master,Technical Degree,1,1934,High,Male,64,High,2,Research Scientist,Medium,Married,5467,2125,8,Y,No,18,Excellent,High,80,1,16,4,Best,8,7,1,7
1371,56,No,Travel_Rarely,1443,Sales,11,Doctor,Marketing,1,1935,Very High,Female,89,Medium,2,Sales Executive,Low,Married,5380,20328,4,Y,No,16,Excellent,High,80,1,6,3,Better,0,0,0,0
1372,39,No,Travel_Rarely,867,Research & Development,9,College,Medical,1,1936,Low,Male,87,High,2,Manufacturing Director,Low,Married,5151,12315,1,Y,No,25,Outstanding,Very High,80,1,10,3,Better,10,0,7,9
1373,38,No,Travel_Frequently,1394,Research & Development,8,Bachelor,Medical,1,1937,Very High,Female,58,Medium,2,Research Scientist,Medium,Divorced,2133,18115,1,Y,Yes,16,Excellent,High,80,1,20,3,Better,20,11,0,7
1375,32,Yes,Travel_Frequently,238,Research & Development,5,College,Life Sciences,1,1939,Low,Female,47,Very High,1,Research Scientist,High,Single,2432,15318,3,Y,Yes,14,Excellent,Low,80,0,8,2,Better,4,1,0,3
1378,42,No,Travel_Rarely,419,Sales,12,Master,Marketing,1,1943,Medium,Male,77,High,2,Sales Executive,Very High,Divorced,5087,2900,3,Y,Yes,12,Excellent,High,80,2,14,4,Better,0,0,0,0
1379,27,Yes,Travel_Frequently,1337,Human Resources,22,Bachelor,Human Resources,1,1944,Low,Female,58,Medium,1,Human Resources,Medium,Married,2863,19555,1,Y,No,12,Excellent,Low,80,0,1,2,Better,1,0,0,0
1380,35,No,Travel_Rarely,682,Sales,18,Master,Medical,1,1945,Medium,Male,71,High,2,Sales Executive,Low,Married,5561,15975,0,Y,No,16,Excellent,Very High,80,1,6,2,Bad,5,3,0,4
1381,28,No,Non-Travel,1103,Research & Development,16,Bachelor,Medical,1,1947,High,Male,49,High,1,Research Scientist,High,Single,2144,2122,1,Y,No,14,Excellent,High,80,0,5,3,Good,5,3,1,4
1382,31,No,Non-Travel,976,Research & Development,3,College,Medical,1,1948,High,Male,48,High,1,Research Scientist,Low,Divorced,3065,3995,1,Y,Yes,13,Excellent,Very High,80,1,4,3,Best,4,2,2,3
1383,36,No,Non-Travel,1351,Research & Development,9,Master,Life Sciences,1,1949,Low,Male,66,Very High,1,Laboratory Technician,Medium,Married,2810,9238,1,Y,No,22,Outstanding,Medium,80,0,5,3,Better,5,4,0,2
1384,34,No,Travel_Rarely,937,Sales,1,Bachelor,Marketing,1,1950,Low,Male,32,High,3,Sales Executive,Very High,Single,9888,6770,1,Y,No,21,Outstanding,Low,80,0,14,3,Good,14,8,2,1
1385,34,No,Travel_Rarely,1239,Sales,13,Master,Medical,1,1951,Very High,Male,39,High,3,Sales Executive,High,Divorced,8628,22914,1,Y,No,18,Excellent,High,80,1,9,2,Good,8,7,1,1
1390,28,Yes,Travel_Rarely,1404,Research & Development,17,Bachelor,Technical Degree,1,1960,High,Male,32,Medium,1,Laboratory Technician,Very High,Divorced,2367,18779,5,Y,No,12,Excellent,Low,80,1,6,2,Good,4,1,0,3
1391,38,No,Travel_Rarely,1404,Sales,1,Bachelor,Life Sciences,1,1961,Low,Male,59,Medium,1,Sales Representative,Low,Single,2858,11473,4,Y,No,14,Excellent,Low,80,0,20,3,Good,1,0,0,0
1392,35,No,Travel_Rarely,1224,Sales,7,Master,Life Sciences,1,1962,High,Female,55,High,2,Sales Executive,Very High,Married,5204,13586,1,Y,Yes,11,Excellent,Very High,80,0,10,2,Better,10,8,0,9
1394,32,No,Travel_Rarely,1373,Research & Development,5,Master,Life Sciences,1,1966,Very High,Male,56,Medium,2,Manufacturing Director,Very High,Single,9679,10138,8,Y,No,24,Outstanding,Medium,80,0,8,1,Better,1,0,0,0
1395,31,Yes,Travel_Frequently,754,Sales,26,Master,Marketing,1,1967,Low,Male,63,High,2,Sales Executive,Very High,Married,5617,21075,1,Y,Yes,11,Excellent,High,80,0,10,4,Better,10,7,0,8
1396,53,Yes,Travel_Rarely,1168,Sales,24,Master,Life Sciences,1,1968,Low,Male,66,High,3,Sales Executive,Low,Single,10448,5843,6,Y,Yes,13,Excellent,Medium,80,0,15,2,Good,2,2,2,2
1399,43,No,Travel_Rarely,574,Research & Development,11,Bachelor,Life Sciences,1,1971,Low,Male,30,High,3,Healthcare Representative,High,Married,7510,16873,1,Y,No,17,Excellent,Medium,80,1,10,1,Better,10,9,0,9
1400,38,No,Travel_Frequently,1444,Human Resources,1,Master,Other,1,1972,Very High,Male,88,High,1,Human Resources,Medium,Married,2991,5224,0,Y,Yes,11,Excellent,Medium,80,1,7,2,Better,6,2,1,2
1404,42,No,Non-Travel,335,Research & Development,23,College,Life Sciences,1,1976,Very High,Male,37,Medium,2,Research Scientist,High,Single,4332,14811,1,Y,No,12,Excellent,Very High,80,0,20,2,Better,20,9,3,7
1406,54,No,Travel_Rarely,157,Research & Development,10,Bachelor,Medical,1,1980,High,Female,77,High,2,Manufacturing Director,Low,Single,4440,25198,6,Y,Yes,19,Excellent,Very High,80,0,9,3,Better,5,2,1,4
1407,24,No,Travel_Rarely,771,Research & Development,1,College,Life Sciences,1,1981,Medium,Male,45,Medium,2,Healthcare Representative,High,Single,4617,14120,1,Y,No,12,Excellent,Medium,80,0,4,2,Good,4,3,1,2
1409,40,No,Travel_Frequently,692,Research & Development,11,Bachelor,Technical Degree,1,1985,Very High,Female,73,High,2,Laboratory Technician,High,Married,6323,26849,1,Y,No,11,Excellent,Low,80,1,10,2,Best,10,9,9,4
1410,40,No,Travel_Rarely,444,Sales,2,College,Marketing,1,1986,Medium,Female,92,High,2,Sales Executive,Medium,Married,5677,4258,3,Y,No,14,Excellent,High,80,1,15,4,Better,11,8,5,10
1411,25,No,Travel_Rarely,309,Human Resources,2,Bachelor,Human Resources,1,1987,High,Female,82,High,1,Human Resources,Medium,Married,2187,19655,4,Y,No,14,Excellent,High,80,0,6,3,Better,2,0,1,2
1413,25,No,Travel_Rarely,977,Research & Development,2,Below College,Other,1,1992,Very High,Male,57,High,1,Laboratory Technician,High,Divorced,3977,7298,6,Y,Yes,19,Excellent,High,80,1,7,2,Good,2,2,0,2
1416,38,No,Travel_Rarely,1321,Sales,1,Master,Life Sciences,1,1995,Very High,Male,86,High,2,Sales Executive,Medium,Married,4440,7636,0,Y,No,15,Excellent,Low,80,2,16,3,Better,15,13,5,8
